IDN5,NM5,IDN4,NM4,IDN3,NM3,IDN2,NM2,NUTS3,NUTS3_CODE,LAU1,LAU1_CODE,LAU2,LAU2_CODE,x,y,x_long,y_lat
837075,Stráňany,522279,Michalovce,807,Michalovce,8,Košický,Košický kraj,SK042,Michalovce,SK0427,Michalovce,SK0427522279,-213439.972631654,-1235543.2020666,21.9261763240041,48.7754667583133
837156,Vrbovec,522279,Michalovce,807,Michalovce,8,Košický,Košický kraj,SK042,Michalovce,SK0427,Michalovce,SK0427522279,-211415.032015859,-1240074.48685343,21.9560225345191,48.7354324323712
837318,Močarany,522279,Michalovce,807,Michalovce,8,Košický,Košický kraj,SK042,Michalovce,SK0427,Michalovce,SK0427522279,-215839.593337831,-1240224.86136207,21.8959901233534,48.7325722518943
837431,Topoľany,522279,Michalovce,807,Michalovce,8,Košický,Košický kraj,SK042,Michalovce,SK0427,Michalovce,SK0427522279,-216601.198757851,-1235284.02502803,21.8830595756478,48.7767100268374
837504,Miklušovce,524867,Miklušovce,707,Prešov,7,Prešovský,Prešovský kraj,SK041,Prešov,SK0417,Miklušovce,SK0417524867,-275361.114920473,-1217389.44282295,21.0725269224968,48.9143591815188
837512,Miková,527572,Miková,711,Stropkov,7,Prešovský,Prešovský kraj,SK041,Stropkov,SK041B,Miková,SK041B527572,-218375.161972051,-1176738.87210268,21.8277204927743,49.3021461909465
837521,Mikulášová,519600,Mikulášová,701,Bardejov,7,Prešovský,Prešovský kraj,SK041,Bardejov,SK0411,Mikulášová,SK0411519600,-249428.774748536,-1166345.03612885,21.3947709507893,49.3837895941555
837539,Mikušovce pri Pruskom,513385,Mikušovce,302,Ilava,3,Trenčiansky,Trenčiansky kraj,SK022,Ilava,SK0222,Mikušovce,SK0222513385,-484022.975766692,-1186060.43265247,18.1984611301949,49.0682070299859
837547,Veľký Kýr,503380,Veľký Kýr,404,Nové Zámky,4,Nitriansky,Nitriansky kraj,SK023,Nové Zámky,SK0234,Veľký Kýr,SK0234503380,-496792.921852202,-1284414.60986185,18.1419400698309,48.1770354812419
837563,Milhostov,528099,Trebišov,811,Trebišov,8,Košický,Košický kraj,SK042,Trebišov,SK042B,Trebišov,SK042B528099,-229676.130501676,-1247577.72749152,21.7121069425061,48.6615815626161
837571,Milochov,512842,Považská Bystrica,306,Považská Bystrica,3,Trenčiansky,Trenčiansky kraj,SK022,Považská Bystrica,SK0226,Považská Bystrica,SK0226512842,-469024.868122706,-1179233.74555846,18.3951532255165,49.1408819991542
837628,Miloslavov,508098,Miloslavov,108,Senec,1,Bratislavský,Bratislavský kraj,SK010,Senec,SK0108,Miloslavov,SK0108508098,-558929.003582813,-1288032.84457558,17.3152175767632,48.0928088012851
837636,Milpoš,524875,Milpoš,708,Sabinov,7,Prešovský,Prešovský kraj,SK041,Sabinov,SK0418,Milpoš,SK0418524875,-278501.266100646,-1186765.34718974,21.0088986348112,49.1880100007185
837644,Miňovce,527581,Miňovce,711,Stropkov,7,Prešovský,Prešovský kraj,SK041,Stropkov,SK041B,Miňovce,SK041B527581,-231504.57123044,-1195374.16472816,21.6579614966948,49.1299629836888
837661,Mirkovce,524883,Mirkovce,707,Prešov,7,Prešovský,Prešovský kraj,SK041,Prešov,SK0417,Mirkovce,SK0417524883,-256663.978499779,-1220520.9976816,21.3293171318742,48.8941943691273
837687,Miroľa,527599,Miroľa,712,Svidník,7,Prešovský,Prešovský kraj,SK041,Svidník,SK041C,Miroľa,SK041C527599,-225052.916510298,-1172987.15843987,21.7338960274755,49.3334628838617
837695,Mládzovo,511617,Mládzovo,607,Poltár,6,Banskobystrický,Banskobystrický kraj,SK032,Poltár,SK0327,Mládzovo,SK0327511617,-379169.160359905,-1264372.01446042,19.7021618191113,48.4383739574942
837709,Bučuháza,501905,Šamorín,201,Dunajská Streda,2,Trnavský,Trnavský kraj,SK021,Dunajská Streda,SK0211,Šamorín,SK0211501905,-557010.236383136,-1295207.78786667,17.3502616185657,48.0302825170189
837717,Kráľovianky,501905,Šamorín,201,Dunajská Streda,2,Trnavský,Trnavský kraj,SK021,Dunajská Streda,SK0211,Šamorín,SK0211501905,-557196.517022396,-1296680.9420679,17.3497055846622,48.0169339072929
837725,Mliečno,501905,Šamorín,201,Dunajská Streda,2,Trnavský,Trnavský kraj,SK021,Dunajská Streda,SK0211,Šamorín,SK0211501905,-558100.47076314,-1297629.86859394,17.3388913779481,48.0076462032789
837741,Mlynárovce,527602,Mlynárovce,712,Svidník,7,Prešovský,Prešovský kraj,SK041,Svidník,SK041C,Mlynárovce,SK041C527602,-240673.871595275,-1181433.45175876,21.5241957910294,49.2517178971281
837750,Mlynčeky,523739,Mlynčeky,703,Kežmarok,7,Prešovský,Prešovský kraj,SK041,Kežmarok,SK0413,Mlynčeky,SK0413523739,-323233.358471892,-1186312.25235089,20.3958965350684,49.170410611486
837784,Mlynica,523747,Mlynica,706,Poprad,7,Prešovský,Prešovský kraj,SK041,Poprad,SK0416,Mlynica,SK0416523747,-330505.179521999,-1193004.56189431,20.3017703840154,49.1065101723722
837814,Mlynky,543357,Mlynky,810,Spišská Nová Ves,8,Košický,Košický kraj,SK042,Spišská Nová Ves,SK042A,Mlynky,SK042A543357,-322354.256606471,-1221333.38050879,20.4354816742211,48.8564569756587
837873,Mníchova Lehota,506231,Mníchova Lehota,309,Trenčín,3,Trenčiansky,Trenčiansky kraj,SK022,Trenčín,SK0229,Mníchova Lehota,SK0229506231,-495807.753382572,-1212192.509552,18.0693816125718,48.824832707589
837890,Mníšek nad Hnilcom,543365,Mníšek nad Hnilcom,801,Gelnica,8,Košický,Košický kraj,SK042,Gelnica,SK0421,Mníšek nad Hnilcom,SK0421543365,-295660.449441018,-1227696.59982511,20.8033352778713,48.812512716429
837920,Mníšek nad Popradom,526908,Mníšek nad Popradom,710,Stará Ľubovňa,7,Prešovský,Prešovský kraj,SK041,Stará Ľubovňa,SK041A,Mníšek nad Popradom,SK041A526908,-297368.432684287,-1162267.99977791,20.7324673914344,49.3992214991168
837938,Pilhov,526908,Mníšek nad Popradom,710,Stará Ľubovňa,7,Prešovský,Prešovský kraj,SK041,Stará Ľubovňa,SK041A,Mníšek nad Popradom,SK041A526908,-299973.910570676,-1161503.97035487,20.6960568852887,49.4048231732949
837954,Moča,501255,Moča,401,Komárno,4,Nitriansky,Nitriansky kraj,SK023,Komárno,SK0231,Moča,SK0231501255,-480796.780277178,-1330884.45547243,18.4086655682312,47.7729498261775
837989,Močiar,517071,Močiar,602,Banská Štiavnica,6,Banskobystrický,Banskobystrický kraj,SK032,Banská Štiavnica,SK0322,Močiar,SK0322517071,-433814.006671036,-1249170.33732967,18.9499455648621,48.5394250570295
838004,Močidľany,524603,Jarovnice,708,Sabinov,7,Prešovský,Prešovský kraj,SK041,Sabinov,SK0418,Jarovnice,SK0418524603,-275796.785458858,-1199683.56313273,21.0546860243593,49.0731955194929
838039,Modra,508101,Modra,107,Pezinok,1,Bratislavský,Bratislavský kraj,SK010,Pezinok,SK0107,Modra,SK0107508101,-557251.142589076,-1259429.82627672,17.2998637963782,48.3502824376655
838063,Modra nad Cirochou,520497,Modra nad Cirochou,702,Humenné,7,Prešovský,Prešovský kraj,SK041,Humenné,SK0412,Modra nad Cirochou,SK0412520497,-203918.990106972,-1217802.07627199,22.0468652007257,48.9380776904986
838071,Modranka,506745,Trnava,207,Trnava,2,Trnavský,Trnavský kraj,SK021,Trnava,SK0217,Trnava,SK0217506745,-533731.699805359,-1262436.34423243,17.6196088392106,48.3437329263775
838080,Modrany,501263,Modrany,401,Komárno,4,Nitriansky,Nitriansky kraj,SK023,Komárno,SK0231,Modrany,SK0231501263,-484384.196557757,-1325634.62118071,18.3550571114305,47.8172809021215
838098,Modrová,506249,Modrová,304,Nové Mesto nad Váhom,3,Trenčiansky,Trenčiansky kraj,SK022,Nové Mesto nad Váhom,SK0224,Modrová,SK0224506249,-509003.458254219,-1232015.0959862,17.9147759994095,48.6366739762998
838101,Modrovka,506257,Modrovka,304,Nové Mesto nad Váhom,3,Trenčiansky,Trenčiansky kraj,SK022,Nové Mesto nad Váhom,SK0224,Modrovka,SK0224506257,-511634.614385335,-1230774.26615851,17.8776915775487,48.6456442275473
838128,Modrý Kameň,516210,Modrý Kameň,610,Veľký Krtíš,6,Banskobystrický,Banskobystrický kraj,SK032,Veľký Krtíš,SK032A,Modrý Kameň,SK032A516210,-408722.031958268,-1282929.83035462,19.3217823833393,48.2534177204701
838152,Mochovce,502413,Kalná nad Hronom,402,Levice,4,Nitriansky,Nitriansky kraj,SK023,Levice,SK0232,Kalná nad Hronom,SK0232502413,-474226.402953577,-1276251.89853798,18.4351648221685,48.2675168770009
838161,Mojín,514462,Rimavská Sobota,609,Rimavská Sobota,6,Banskobystrický,Banskobystrický kraj,SK032,Rimavská Sobota,SK0329,Rimavská Sobota,SK0329514462,-360961.690961557,-1276684.8606409,19.9583489292766,48.3385583169787
838179,Mojmírovce,500577,Mojmírovce,403,Nitra,4,Nitriansky,Nitriansky kraj,SK023,Nitra,SK0233,Mojmírovce,SK0233500577,-502286.073201641,-1281243.39111468,18.0645962271372,48.2011062374211
838187,Mojš,517801,Mojš,511,Žilina,5,Žilinský,Žilinský kraj,SK031,Žilina,SK031B,Mojš,SK031B517801,-437633.519895984,-1174691.95566073,18.81920654544,49.2045284311387
838195,Mojšova Lúčka,517402,Žilina,511,Žilina,5,Žilinský,Žilinský kraj,SK031,Žilina,SK031B,Žilina,SK031B517402,-437834.200593949,-1175854.92870742,18.8177138352818,49.1939611095362
838217,Mojtín,513407,Mojtín,308,Púchov,3,Trenčiansky,Trenčiansky kraj,SK022,Púchov,SK0228,Mojtín,SK0228513407,-469793.589699548,-1196327.30103828,18.404316996746,48.9871268697912
838225,Mojzesovo,503398,Mojzesovo,404,Nové Zámky,4,Nitriansky,Nitriansky kraj,SK023,Nové Zámky,SK0234,Mojzesovo,SK0234503398,-490292.705428362,-1289479.75376375,18.2348885501902,48.1367234256805
838233,Mokrá Lúka,580384,Mokrá Lúka,608,Revúca,6,Banskobystrický,Banskobystrický kraj,SK032,Revúca,SK0328,Mokrá Lúka,SK0328580384,-344485.612410821,-1239330.38238391,20.1494090920592,48.6830996021101
838241,Mokraď,509540,Dolný Kubín,503,Dolný Kubín,5,Žilinský,Žilinský kraj,SK031,Dolný Kubín,SK0313,Dolný Kubín,SK0313509540,-401930.599047648,-1174609.66128472,19.30783061741,49.2294383839233
838250,Mokradská Hoľa,509540,Dolný Kubín,503,Dolný Kubín,5,Žilinský,Žilinský kraj,SK031,Dolný Kubín,SK0313,Dolný Kubín,SK0313509540,-402873.134675147,-1168933.84249266,19.2892861116451,49.2797307967895
838268,Mokrance,521680,Mokrance,806,Košice - okolie,8,Košický,Košický kraj,SK042,Košice - okolie,SK0426,Mokrance,SK0426521680,-280673.999995944,-1252393.27826476,21.0238536715609,48.5975890097689
838276,Mokroluh,519618,Mokroluh,701,Bardejov,7,Prešovský,Prešovský kraj,SK041,Bardejov,SK0411,Mokroluh,SK0411519618,-263101.051826977,-1174287.22822166,21.2118483414275,49.3067984065515
838284,Mokrý Háj,504564,Mokrý Háj,206,Skalica,2,Trnavský,Trnavský kraj,SK021,Skalica,SK0216,Mokrý Háj,SK0216504564,-555811.812441733,-1208395.54832281,17.2510011139085,48.8082832396259
838306,Môlča,508781,Môlča,601,Banská Bystrica,6,Banskobystrický,Banskobystrický kraj,SK032,Banská Bystrica,SK0321,Môlča,SK0321508781,-411741.496648959,-1231443.65277725,19.2305334795277,48.7132804890637
838322,Moldava nad Bodvou,521698,Moldava nad Bodvou,806,Košice - okolie,8,Košický,Košický kraj,SK042,Košice - okolie,SK0426,Moldava nad Bodvou,SK0426521698,-282603.3875479,-1250006.69371275,20.9961068265331,48.6181608062467
838411,Moravany,522791,Moravany,807,Michalovce,8,Košický,Košický kraj,SK042,Michalovce,SK0427,Moravany,SK0427522791,-223359.993034085,-1239419.11302497,21.7933968693848,48.737176919515
838420,Moravany nad Váhom,507342,Moravany nad Váhom,204,Piešťany,2,Trnavský,Trnavský kraj,SK021,Piešťany,SK0214,Moravany nad Váhom,SK0214507342,-512201.516251535,-1235889.03262533,17.8763347594088,48.5993719056348
838454,Moravské Lieskové,506265,Moravské Lieskové,304,Nové Mesto nad Váhom,3,Trenčiansky,Trenčiansky kraj,SK022,Nové Mesto nad Váhom,SK0224,Moravské Lieskové,SK0224506265,-517534.396888584,-1208223.76494249,17.7697358472211,48.8427412917707
838489,Moravský Svätý Ján,504572,Moravský Svätý Ján,205,Senica,2,Trnavský,Trnavský kraj,SK021,Senica,SK0215,Moravský Svätý Ján,SK0215504572,-577835.833873295,-1232584.24711101,16.9864716385863,48.5718992220687
838501,Morovno,513997,Handlová,307,Prievidza,3,Trenčiansky,Trenčiansky kraj,SK022,Prievidza,SK0227,Handlová,SK0227513997,-448444.494223823,-1224558.42518493,18.725860444017,48.7497982383635
838519,Studené,508110,Most pri Bratislave,108,Senec,1,Bratislavský,Bratislavský kraj,SK010,Senec,SK0108,Most pri Bratislave,SK0108508110,-559865.782574249,-1284071.6836324,17.2974713340089,48.127432360068
838527,Most pri Bratislave,508110,Most pri Bratislave,108,Senec,1,Bratislavský,Bratislavský kraj,SK010,Senec,SK0108,Most pri Bratislave,SK0108508110,-562281.425795394,-1281510.29243893,17.2617788326314,48.1482129009552
838535,Mostište,512940,Dohňany,308,Púchov,3,Trenčiansky,Trenčiansky kraj,SK022,Púchov,SK0228,Dohňany,SK0228512940,-474927.065784451,-1174898.32347707,18.3094897236507,49.175238165995
838543,Mostová,503924,Mostová,202,Galanta,2,Trnavský,Trnavský kraj,SK021,Galanta,SK0212,Mostová,SK0212503924,-530640.590466966,-1285619.5739458,17.6902930394997,48.1387584015358
838551,Šoriakoš,503924,Mostová,202,Galanta,2,Trnavský,Trnavský kraj,SK021,Galanta,SK0212,Mostová,SK0212503924,-534826.920608003,-1289343.27701118,17.6389910795792,48.1018934095819
838560,Moškovec,512451,Moškovec,509,Turčianske Teplice,5,Žilinský,Žilinský kraj,SK031,Turčianske Teplice,SK0319,Moškovec,SK0319512451,-439563.384770847,-1203599.45279266,18.8239155515752,48.9440103672391
838578,Mošovce,512460,Mošovce,509,Turčianske Teplice,5,Žilinský,Žilinský kraj,SK031,Turčianske Teplice,SK0319,Mošovce,SK0319512460,-431521.230499379,-1210867.31090143,18.9410164566511,48.8844642914776
838586,Moštenica,508799,Moštenica,601,Banská Bystrica,6,Banskobystrický,Banskobystrický kraj,SK032,Banská Bystrica,SK0321,Moštenica,SK0321508799,-407211.863807939,-1218336.94017235,19.2790210399614,48.8338057270577
838594,Mošurov,524905,Mošurov,707,Prešov,7,Prešovský,Prešovský kraj,SK041,Prešov,SK0417,Mošurov,SK0417524905,-261384.159682655,-1194776.24173186,21.2485987291517,49.123493443175
838608,Dolné Motešice,506273,Motešice,309,Trenčín,3,Trenčiansky,Trenčiansky kraj,SK022,Trenčín,SK0229,Motešice,SK0229506273,-488305.810975797,-1213123.1892216,18.1722755974258,48.8224077134576
838616,Horné Motešice,506273,Motešice,309,Trenčín,3,Trenčiansky,Trenčiansky kraj,SK022,Trenčín,SK0229,Motešice,SK0229506273,-487001.533046385,-1210404.52489052,18.1867593861004,48.847783709929
838659,Motyčky,508802,Motyčky,601,Banská Bystrica,6,Banskobystrický,Banskobystrický kraj,SK032,Banská Bystrica,SK0321,Motyčky,SK0321508802,-413917.32519358,-1214604.76697543,19.1841750812733,48.8628715457826
838683,Mrázovce,527611,Mrázovce,711,Stropkov,7,Prešovský,Prešovský kraj,SK041,Stropkov,SK041B,Mrázovce,SK041B527611,-230288.507922032,-1196886.83131551,21.6754639416683,49.1168238500394
838691,Mučín,511625,Mučín,606,Lučenec,6,Banskobystrický,Banskobystrický kraj,SK032,Lučenec,SK0326,Mučín,SK0326511625,-380509.277090621,-1286203.75318678,19.7038353984248,48.24165608104
838721,Mudroňovo,501271,Mudroňovo,401,Komárno,4,Nitriansky,Nitriansky kraj,SK023,Komárno,SK0231,Mudroňovo,SK0231501271,-486689.855830289,-1324061.08400897,18.3225969047058,47.8296246887909
838730,Mudrovce,521701,Mudrovce,806,Košice - okolie,8,Košický,Košický kraj,SK042,Košice - okolie,SK0426,Mudrovce,SK0426521701,-246836.191568276,-1227804.58722421,21.4675844576789,48.8327185023849
838756,Muľa,516228,Muľa,610,Veľký Krtíš,6,Banskobystrický,Banskobystrický kraj,SK032,Veľký Krtíš,SK032A,Muľa,SK032A516228,-394042.316340279,-1288594.55650112,19.5242890117392,48.2119161602629
838764,Muľka,511927,Trebeľovce,606,Lučenec,6,Banskobystrický,Banskobystrický kraj,SK032,Lučenec,SK0326,Trebeľovce,SK0326511927,-379917.948312132,-1283149.11564343,19.709030021672,48.269423359187
838772,Muráň,525987,Muráň,608,Revúca,6,Banskobystrický,Banskobystrický kraj,SK032,Revúca,SK0328,Muráň,SK0328525987,-353842.266818654,-1230365.39069225,20.014926450717,48.7583548519399
838799,Muránska Dlhá Lúka,525995,Muránska Dlhá Lúka,608,Revúca,6,Banskobystrický,Banskobystrický kraj,SK032,Revúca,SK0328,Muránska Dlhá Lúka,SK0328525995,-349382.335342304,-1234977.12751253,20.0793636618604,48.7194649117395
838802,Muránska Huta,526002,Muránska Huta,608,Revúca,6,Banskobystrický,Banskobystrický kraj,SK032,Revúca,SK0328,Muránska Huta,SK0328526002,-345911.671120278,-1229007.2191656,20.1214599053573,48.774979281325
838811,Muránska Lehota,526011,Muránska Lehota,608,Revúca,6,Banskobystrický,Banskobystrický kraj,SK032,Revúca,SK0328,Muránska Lehota,SK0328526011,-352615.216674508,-1235216.6041732,20.0357136366264,48.715504043412
838829,Muránska Zdychava,526029,Muránska Zdychava,608,Revúca,6,Banskobystrický,Banskobystrický kraj,SK032,Revúca,SK0328,Muránska Zdychava,SK0328526029,-343127.340287053,-1230836.59195052,20.1607920109871,48.7600908560848
838837,Mútne,509850,Mútne,507,Námestovo,5,Žilinský,Žilinský kraj,SK031,Námestovo,SK0317,Mútne,SK0317509850,-401068.024510544,-1146215.36545001,19.2914561639308,49.484648461003
838896,Mužla,503401,Mužla,404,Nové Zámky,4,Nitriansky,Nitriansky kraj,SK023,Nové Zámky,SK0234,Mužla,SK0234503401,-468577.45595308,-1329634.59880752,18.5697782397231,47.7932471630367
838926,Myjava,504581,Myjava,303,Myjava,3,Trenčiansky,Trenčiansky kraj,SK022,Myjava,SK0223,Myjava,SK0223504581,-532693.145356371,-1216642.65075804,17.5750006446267,48.7546122585148
839019,Grinava,508179,Pezinok,107,Pezinok,1,Bratislavský,Bratislavský kraj,SK010,Pezinok,SK0107,Pezinok,SK0107508179,-563943.264504234,-1267061.99181426,17.2202553844491,48.2760285475517
839027,Myslina,520501,Myslina,702,Humenné,7,Prešovský,Prešovský kraj,SK041,Humenné,SK0412,Myslina,SK0412520501,-217857.253169546,-1216010.18343035,21.8557992156542,48.9494695753439
839108,Mýtna,511641,Mýtna,606,Lučenec,6,Banskobystrický,Banskobystrický kraj,SK032,Lučenec,SK0326,Mýtna,SK0326511641,-391731.916281947,-1257380.6986953,19.5262218177104,48.4934132856633
839124,Mýtna Nová Ves,505048,Ludanice,406,Topoľčany,4,Nitriansky,Nitriansky kraj,SK023,Topoľčany,SK0236,Ludanice,SK0236505048,-497108.042583172,-1250244.54598966,18.097318539888,48.4829154292387
839141,Mýtne Ludany,502570,Mýtne Ludany,402,Levice,4,Nitriansky,Nitriansky kraj,SK023,Levice,SK0232,Mýtne Ludany,SK0232502570,-458311.258390022,-1289181.31638036,18.6628849685934,48.1633638277312
839159,Bystrá,557251,Bystrá,603,Brezno,6,Banskobystrický,Banskobystrický kraj,SK032,Brezno,SK0323,Bystrá,SK0323557251,-382050.510883488,-1213922.81319707,19.6168991002061,48.8893045570263
839175,Mýto pod Ďumbierom,508811,Mýto pod Ďumbierom,603,Brezno,6,Banskobystrický,Banskobystrický kraj,SK032,Brezno,SK0323,Mýto pod Ďumbierom,SK0323508811,-381142.674446098,-1217996.18215361,19.6330202036286,48.8533117176192
839205,Nacina Ves,522805,Nacina Ves,807,Michalovce,8,Košický,Košický kraj,SK042,Michalovce,SK0427,Nacina Ves,SK0427522805,-219919.24467932,-1230521.94552718,21.8354133009549,48.8183458652419
839221,Livina,556173,Livina,305,Partizánske,3,Trenčiansky,Trenčiansky kraj,SK022,Partizánske,SK0225,Livina,SK0225556173,-484070.172653902,-1233869.61332208,18.254018803761,48.639817425527
839230,Nadlice,505170,Nadlice,305,Partizánske,3,Trenčiansky,Trenčiansky kraj,SK022,Partizánske,SK0225,Nadlice,SK0225505170,-484789.496088908,-1235362.83438054,18.2460359915204,48.6258818716973
839248,Ňagov,520519,Ňagov,705,Medzilaborce,7,Prešovský,Prešovský kraj,SK041,Medzilaborce,SK0415,Ňagov,SK0415520519,-210088.500840295,-1181940.63725093,21.9442699154918,49.258272628329
839256,Naháč,507351,Naháč,207,Trnava,2,Trnavský,Trnavský kraj,SK021,Trnava,SK0217,Naháč,SK0217507351,-539129.969956869,-1238154.60015107,17.5158139724358,48.5565179988777
839299,Nálepkovo,543373,Nálepkovo,801,Gelnica,8,Košický,Košický kraj,SK042,Gelnica,SK0421,Nálepkovo,SK0421543373,-310432.740412447,-1225766.60913575,20.6010420189201,48.8226857780182
839345,Námestovo,509868,Námestovo,507,Námestovo,5,Žilinský,Žilinský kraj,SK031,Námestovo,SK0317,Námestovo,SK0317509868,-389210.220780361,-1153981.18504499,19.4622126350286,49.4225882724917
839353,Slanica,509868,Námestovo,507,Námestovo,5,Žilinský,Žilinský kraj,SK031,Námestovo,SK0317,Námestovo,SK0317509868,-385253.043492068,-1155498.0633266,19.5180763324187,49.4114622880528
839361,Námestovské Pilsko,509868,Námestovo,507,Námestovo,5,Žilinský,Žilinský kraj,SK031,Námestovo,SK0317,Námestovo,SK0317509868,-396173.399900707,-1142358.60054344,19.3550309976374,49.5223994543533
839370,Nandraž,526037,Nandraž,608,Revúca,6,Banskobystrický,Banskobystrický kraj,SK032,Revúca,SK0328,Nandraž,SK0328526037,-342430.372140029,-1247063.88168005,20.1836426957859,48.614802731125
839388,Návojovce,505315,Partizánske,305,Partizánske,3,Trenčiansky,Trenčiansky kraj,SK022,Partizánske,SK0225,Partizánske,SK0225505315,-476174.060333701,-1233440.07631202,18.3602955962276,48.6497166155092
839400,Necpaly,512478,Necpaly,506,Martin,5,Žilinský,Žilinský kraj,SK031,Martin,SK0316,Necpaly,SK0316512478,-425631.925733074,-1202279.14379709,19.0121973239849,48.9655201215222
839418,Nedanovce,505196,Nedanovce,305,Partizánske,3,Trenčiansky,Trenčiansky kraj,SK022,Partizánske,SK0225,Nedanovce,SK0225505196,-481595.767502254,-1239966.61083993,18.2945366607808,48.5870907198303
839426,Nedašovce,505200,Nedašovce,301,Bánovce nad Bebravou,3,Trenčiansky,Trenčiansky kraj,SK022,Bánovce nad Bebravou,SK0221,Nedašovce,SK0221505200,-478412.3829811,-1231468.58839139,18.3277517872918,48.6656777478558
839434,Neded,503932,Neded,405,Šaľa,4,Nitriansky,Nitriansky kraj,SK023,Šaľa,SK0235,Neded,SK0235503932,-511874.748170149,-1302458.24414933,17.9617164300484,48.0033910130887
839442,Nededza,517828,Nededza,511,Žilina,5,Žilinský,Žilinský kraj,SK031,Žilina,SK031B,Nededza,SK031B517828,-435703.967671793,-1171945.57178155,18.8426600547365,49.2305081535766
839451,Nedelište,511226,Ábelová,606,Lučenec,6,Banskobystrický,Banskobystrický kraj,SK032,Lučenec,SK0326,Ábelová,SK0326511226,-400372.527468066,-1268253.70898201,19.4199883622912,48.3904283387755
839469,Brezany,514209,Nedožery-Brezany,307,Prievidza,3,Trenčiansky,Trenčiansky kraj,SK022,Prievidza,SK0227,Nedožery-Brezany,SK0227514209,-451213.073508324,-1216305.19851579,18.6793145356409,48.8217912882048
839477,Nedožery,514209,Nedožery-Brezany,307,Prievidza,3,Trenčiansky,Trenčiansky kraj,SK022,Prievidza,SK0227,Nedožery-Brezany,SK0227514209,-452936.657554916,-1215668.73978744,18.6552178288182,48.826249168417
839485,Nechválova Polianka,520527,Nechválova Polianka,702,Humenné,7,Prešovský,Prešovský kraj,SK041,Humenné,SK0412,Nechválova Polianka,SK0412520527,-199088.591981131,-1202457.97414317,22.1053092173578,49.0775293694099
839493,Nemcovce,519626,Nemcovce,701,Bardejov,7,Prešovský,Prešovský kraj,SK041,Bardejov,SK0411,Nemcovce,SK0411519626,-247866.217520371,-1185005.55854111,21.4276790531788,49.2167990644934
839507,Nemcovce,524913,Nemcovce,707,Prešov,7,Prešovský,Prešovský kraj,SK041,Prešov,SK0417,Nemcovce,SK0417524913,-252051.861184749,-1202674.26448053,21.3811992423142,49.0563973813637
839558,Nemčice,581305,Nemčice,406,Topoľčany,4,Nitriansky,Nitriansky kraj,SK023,Topoľčany,SK0236,Nemčice,SK0236581305,-494212.334244377,-1243009.75629805,18.1277730519862,48.5500153715388
839566,Nemčiňany,500585,Nemčiňany,407,Zlaté Moravce,4,Nitriansky,Nitriansky kraj,SK023,Zlaté Moravce,SK0237,Nemčiňany,SK0237500585,-472329.198188767,-1272490.75032037,18.4564160433422,48.3026484414233
839574,Rohožnica,500585,Nemčiňany,407,Zlaté Moravce,4,Nitriansky,Nitriansky kraj,SK023,Zlaté Moravce,SK0237,Nemčiňany,SK0237500585,-474213.05583316,-1272572.98663032,18.431202870084,48.3004983818
839591,Nemecká,508829,Nemecká,603,Brezno,6,Banskobystrický,Banskobystrický kraj,SK032,Brezno,SK0323,Nemecká,SK0323508829,-396237.754914156,-1222332.32572374,19.4319807949219,48.805020765528
839612,Nemečky,505226,Nemečky,406,Topoľčany,4,Nitriansky,Nitriansky kraj,SK023,Topoľčany,SK0236,Nemečky,SK0236505226,-494122.834577587,-1228693.03600689,18.1119627641533,48.6783477403357
839621,Nemešany,543381,Nemešany,704,Levoča,7,Prešovský,Prešovský kraj,SK041,Levoča,SK0414,Nemešany,SK0414543381,-303254.939547602,-1205386.43072171,20.6836331132734,49.0092165517699
839639,Nemšová,506281,Nemšová,309,Trenčín,3,Trenčiansky,Trenčiansky kraj,SK022,Trenčín,SK0229,Nemšová,SK0229506281,-490972.571598781,-1196270.41245681,18.1159659642693,48.9712926490225
839655,Nenince,516236,Nenince,610,Veľký Krtíš,6,Banskobystrický,Banskobystrický kraj,SK032,Veľký Krtíš,SK032A,Nenince,SK032A516236,-414263.20658044,-1294331.52341819,19.258523358176,48.1475366819544
839663,Bošianska Neporadza,506290,Neporadza,309,Trenčín,3,Trenčiansky,Trenčiansky kraj,SK022,Trenčín,SK0229,Neporadza,SK0229506290,-489578.294625277,-1211898.65021278,18.1535564133216,48.8323818014504
839671,Rožňová Neporadza,506290,Neporadza,309,Trenčín,3,Trenčiansky,Trenčiansky kraj,SK022,Trenčín,SK0229,Neporadza,SK0229506290,-490627.940618332,-1212476.9392173,18.1400008526827,48.8263769123484
839680,Neporadza,515205,Neporadza,609,Rimavská Sobota,6,Banskobystrický,Banskobystrický kraj,SK032,Rimavská Sobota,SK0329,Neporadza,SK0329515205,-328686.883883037,-1275340.09299762,20.3919615455133,48.3682685739462
839728,Nesluša,509302,Nesluša,504,Kysucké Nové Mesto,5,Žilinský,Žilinský kraj,SK031,Kysucké Nové Mesto,SK0314,Nesluša,SK0314509302,-442847.244383765,-1159442.03082073,18.7312151415854,49.3375232301499
839817,Nesvady,501280,Nesvady,401,Komárno,4,Nitriansky,Nitriansky kraj,SK023,Komárno,SK0231,Nesvady,SK0231501280,-501963.490931057,-1311834.03199667,18.1050567680639,47.9273130675346
