IDN5,NM5,IDN4,NM4,IDN3,NM3,IDN2,NM2,NUTS3,NUTS3_CODE,LAU1,LAU1_CODE,LAU2,LAU2_CODE,x,y,x_long,y_lat
821292,Ipeľské Predmostie,516074,Ipeľské Predmostie,610,Veľký Krtíš,6,Banskobystrický,Banskobystrický kraj,SK032,Veľký Krtíš,SK032A,Ipeľské Predmostie,SK032A516074,-430768.300956949,-1300627.98760601,19.0437292569173,48.0800572117355
821306,Ipeľské Úľany,502367,Ipeľské Úľany,402,Levice,4,Nitriansky,Nitriansky kraj,SK023,Levice,SK0232,Ipeľské Úľany,SK0232502367,-430874.794498861,-1294658.3622349,19.0362436664969,48.1335213361277
821357,Ipeľský Potok,511595,Málinec,607,Poltár,6,Banskobystrický,Banskobystrický kraj,SK032,Poltár,SK0327,Málinec,SK0327511595,-378042.750351398,-1250290.97190846,19.7046185035113,48.5654097993363
821373,Ipeľský Sokolec,502375,Ipeľský Sokolec,402,Levice,4,Nitriansky,Nitriansky kraj,SK023,Levice,SK0232,Ipeľský Sokolec,SK0232502375,-450070.629091824,-1306365.00652237,18.7915344639267,48.015213353812
821390,Istebné,509701,Istebné,503,Dolný Kubín,5,Žilinský,Žilinský kraj,SK031,Dolný Kubín,SK0313,Istebné,SK0313509701,-409150.818128348,-1174665.93578278,19.2090175906237,49.224210838456
821403,Ivachnová,507300,Ivachnová,508,Ružomberok,5,Žilinský,Žilinský kraj,SK031,Ružomberok,SK0318,Ivachnová,SK0318507300,-395793.70858813,-1190908.49016778,19.4077261750509,49.0871894715554
821411,Ivančiná,512303,Ivančiná,509,Turčianske Teplice,5,Žilinský,Žilinský kraj,SK031,Turčianske Teplice,SK0319,Ivančiná,SK0319512303,-440058.478181457,-1207130.57086699,18.8209601474443,48.9120034093416
821420,Ivanice,514985,Ivanice,609,Rimavská Sobota,6,Banskobystrický,Banskobystrický kraj,SK032,Rimavská Sobota,SK0329,Ivanice,SK0329514985,-340333.504221748,-1278920.75881377,20.237934347057,48.3299470159855
821438,Farná,507938,Ivanka pri Dunaji,108,Senec,1,Bratislavský,Bratislavský kraj,SK010,Senec,SK0108,Ivanka pri Dunaji,SK0108507938,-563536.656160785,-1277392.34025706,17.2395059547959,48.1839469755444
821446,Ivanka pri Dunaji,507938,Ivanka pri Dunaji,108,Senec,1,Bratislavský,Bratislavský kraj,SK010,Senec,SK0108,Ivanka pri Dunaji,SK0108507938,-561570.413864991,-1276761.05706233,17.264979973765,48.1913466339606
821454,Ivanka pri Nitre,558320,Ivanka pri Nitre,403,Nitra,4,Nitriansky,Nitriansky kraj,SK023,Nitra,SK0233,Ivanka pri Nitre,SK0233558320,-498262.300172033,-1277620.13511548,18.1142450878478,48.2367512649637
821471,Ivanovce,506095,Ivanovce,309,Trenčín,3,Trenčiansky,Trenčiansky kraj,SK022,Trenčín,SK0229,Ivanovce,SK0229506095,-509464.951216408,-1208242.01279452,17.8792504311266,48.849219184636
821501,Iža,501174,Iža,401,Komárno,4,Nitriansky,Nitriansky kraj,SK023,Komárno,SK0231,Iža,SK0231501174,-494243.84963223,-1330676.32799684,18.2296953593184,47.7645369255493
821519,Ižipovce,556807,Ižipovce,505,Liptovský Mikuláš,5,Žilinský,Žilinský kraj,SK031,Liptovský Mikuláš,SK0315,Ižipovce,SK0315556807,-389757.985463975,-1184705.28243879,19.4842343041572,49.1466491203225
821527,Ižkovce,528391,Ižkovce,807,Michalovce,8,Košický,Košický kraj,SK042,Michalovce,SK0427,Ižkovce,SK0427528391,-212492.455874115,-1260075.79489273,21.9516048744921,48.555316635502
821535,Ižop,501522,Veľký Meder,201,Dunajská Streda,2,Trnavský,Trnavský kraj,SK021,Dunajská Streda,SK0211,Veľký Meder,SK0211501522,-530785.730986896,-1317773.90395263,17.7284160646471,47.8507152154937
821551,Jabloň,520276,Jabloň,702,Humenné,7,Prešovský,Prešovský kraj,SK041,Humenné,SK0412,Jabloň,SK0412520276,-207605.408641683,-1203693.24044958,21.9894381050393,49.0636472598796
821560,Jablonec,507946,Jablonec,107,Pezinok,1,Bratislavský,Bratislavský kraj,SK010,Pezinok,SK0107,Jablonec,SK0107507946,-546079.681667026,-1261713.18047135,17.4528603766669,48.3396271925566
821586,Jablonica,504416,Jablonica,205,Senica,2,Trnavský,Trnavský kraj,SK021,Senica,SK0215,Jablonica,SK0215504416,-544718.703225226,-1232702.87866293,17.4333172331642,48.6004906160606
821632,Jablonka,504424,Jablonka,303,Myjava,3,Trenčiansky,Trenčiansky kraj,SK022,Myjava,SK0223,Jablonka,SK0223504424,-530074.429016749,-1219850.28437555,17.6145716153505,48.7281200923423
821713,Jablonov,543179,Jablonov,704,Levoča,7,Prešovský,Prešovský kraj,SK041,Levoča,SK0414,Jablonov,SK0414543179,-302016.060275722,-1203008.26027258,20.6987907808013,49.0311731272621
821721,Jablonov nad Turňou,525782,Jablonov nad Turňou,808,Rožňava,8,Košický,Košický kraj,SK042,Rožňava,SK0428,Jablonov nad Turňou,SK0428525782,-306483.368408275,-1251978.82673319,20.674117504283,48.5892477004915
821730,Dolné Jabloňovce,502383,Jabloňovce,402,Levice,4,Nitriansky,Nitriansky kraj,SK023,Levice,SK0232,Jabloňovce,SK0232502383,-445783.112773448,-1272651.56414404,18.8133294108744,48.3205210112588
821748,Horné Jabloňovce,502383,Jabloňovce,402,Levice,4,Nitriansky,Nitriansky kraj,SK023,Levice,SK0232,Jabloňovce,SK0232502383,-448060.994626266,-1270446.84911744,18.7803598067411,48.3386743664112
821756,Jablonové,507954,Jablonové,106,Malacky,1,Bratislavský,Bratislavský kraj,SK010,Malacky,SK0106,Jablonové,SK0106507954,-572529.828297133,-1258140.42373086,17.0930168675033,48.3481173222969
821772,Jablonové,517631,Jablonové,501,Bytča,5,Žilinský,Žilinský kraj,SK031,Bytča,SK0311,Jablonové,SK0311517631,-455836.730383045,-1175388.64796993,18.5710040948091,49.1851696925538
821781,Jacovce,556157,Jacovce,406,Topoľčany,4,Nitriansky,Nitriansky kraj,SK023,Topoľčany,SK0236,Jacovce,SK0236556157,-493584.121174025,-1238085.02316552,18.1304123681834,48.5946304959994
821802,Dunajský Klátov,555541,Dunajský Klátov,201,Dunajská Streda,2,Trnavský,Trnavský kraj,SK021,Dunajská Streda,SK0211,Dunajský Klátov,SK0211555541,-531832.828043807,-1297722.48309808,17.6895078905851,48.0293868073768
821811,Jahodná,501654,Jahodná,201,Dunajská Streda,2,Trnavský,Trnavský kraj,SK021,Dunajská Streda,SK0211,Jahodná,SK0211501654,-529454.709253449,-1296015.16377962,17.7191293692691,48.0466649064065
821845,Jaklovce,543187,Jaklovce,801,Gelnica,8,Košický,Košický kraj,SK042,Gelnica,SK0421,Jaklovce,SK0421543187,-280563.471080089,-1221400.58574665,21.0043673462903,48.8760164347586
821853,Jakovany,524557,Jakovany,708,Sabinov,7,Prešovský,Prešovský kraj,SK041,Sabinov,SK0418,Jakovany,SK0418524557,-274226.317219372,-1190467.36867854,21.0699660265284,49.1566633502964
821870,Jakubany,526762,Jakubany,710,Stará Ľubovňa,7,Prešovský,Prešovský kraj,SK041,Stará Ľubovňa,SK041A,Jakubany,SK041A526762,-302041.94246887,-1183207.21205349,20.6837845138408,49.2089570839354
821888,Jakubov,507962,Jakubov,106,Malacky,1,Bratislavský,Bratislavský kraj,SK010,Malacky,SK0106,Jakubov,SK0106507962,-583928.222513474,-1249992.10140496,16.928707526309,48.4105413304836
821896,Jakubova Voľa,524565,Jakubova Voľa,708,Sabinov,7,Prešovský,Prešovský kraj,SK041,Sabinov,SK0418,Jakubova Voľa,SK0418524565,-278778.607342098,-1194142.25394505,21.0101434124039,49.1216343674077
821900,Jakubovany,510505,Jakubovany,505,Liptovský Mikuláš,5,Žilinský,Žilinský kraj,SK031,Liptovský Mikuláš,SK0315,Jakubovany,SK0315510505,-371405.797718284,-1189055.23228547,19.7392097949381,49.1188656938142
821926,Jakubovany,524573,Jakubovany,708,Sabinov,7,Prešovský,Prešovský kraj,SK041,Sabinov,SK0418,Jakubovany,SK0418524573,-269400.303257932,-1195299.67790805,21.1392440563357,49.1153717828579
821934,Jakušovce,527343,Jakušovce,711,Stropkov,7,Prešovský,Prešovský kraj,SK041,Stropkov,SK041B,Jakušovce,SK041B527343,-224431.611547883,-1192634.62026156,21.7532927179959,49.1571696430959
821942,Jalná,517313,Trnavá Hora,613,Žiar nad Hronom,6,Banskobystrický,Banskobystrický kraj,SK032,Žiar nad Hronom,SK032D,Trnavá Hora,SK032D517313,-433107.232785968,-1245432.23557601,18.9556065460115,48.57343293468
821951,Jalová,520284,Jalová,709,Snina,7,Prešovský,Prešovský kraj,SK041,Snina,SK0419,Jalová,SK0419520284,-189940.293616237,-1207016.66567367,22.2325749537583,49.0394197588082
821969,Jalovec,510513,Jalovec,505,Liptovský Mikuláš,5,Žilinský,Žilinský kraj,SK031,Liptovský Mikuláš,SK0315,Jalovec,SK0315510513,-376112.508035926,-1182687.50199797,19.6689958372141,49.1731661124666
821977,Jalovec,557714,Jalovec,307,Prievidza,3,Trenčiansky,Trenčiansky kraj,SK022,Prievidza,SK0227,Jalovec,SK0227557714,-445950.020099957,-1220693.89223197,18.7555094257594,48.7862268122939
821985,Jalšové,507130,Jalšové,203,Hlohovec,2,Trnavský,Trnavský kraj,SK021,Hlohovec,SK0213,Jalšové,SK0213507130,-515913.335309319,-1246181.32832228,17.8389605593802,48.5041536151361
822001,Jalšovík,518484,Jalšovík,605,Krupina,6,Banskobystrický,Banskobystrický kraj,SK032,Krupina,SK0325,Jalšovík,SK0325518484,-423875.392187668,-1275173.42731732,19.110474044503,48.3130017578591
822019,Jamník,510521,Jamník,505,Liptovský Mikuláš,5,Žilinský,Žilinský kraj,SK031,Liptovský Mikuláš,SK0315,Jamník,SK0315510521,-369928.644193847,-1187368.13915382,19.7578722598449,49.1348842331689
822027,Jamník,543195,Jamník,810,Spišská Nová Ves,8,Košický,Košický kraj,SK042,Spišská Nová Ves,SK042A,Jamník,SK042A543195,-305237.283077378,-1212775.97877184,20.6620705033601,48.9418947822555
822035,Janice,514993,Janice,609,Rimavská Sobota,6,Banskobystrický,Banskobystrický kraj,SK032,Rimavská Sobota,SK0329,Janice,SK0329514993,-343092.130470715,-1285745.391184,20.2063478705758,48.2671849505291
822043,Janík,521485,Janík,806,Košice - okolie,8,Košický,Košický kraj,SK042,Košice - okolie,SK0426,Janík,SK0426521485,-284649.335420787,-1258005.78557459,20.9738512518992,48.5453873306008
822051,Búštelek,501662,Janíky,201,Dunajská Streda,2,Trnavský,Trnavský kraj,SK021,Dunajská Streda,SK0211,Janíky,SK0211501662,-553081.823350364,-1282375.68899457,17.3859553444986,48.148578833637
822060,Dolné Janíky,501662,Janíky,201,Dunajská Streda,2,Trnavský,Trnavský kraj,SK021,Dunajská Streda,SK0211,Janíky,SK0211501662,-551163.15108464,-1283690.56048494,17.4133306676943,48.1384841008001
822078,Horné Janíky,501662,Janíky,201,Dunajská Streda,2,Trnavský,Trnavský kraj,SK021,Dunajská Streda,SK0211,Janíky,SK0211501662,-552339.080057885,-1282565.72817574,17.3961378117456,48.1475268189439
822086,Jankovce,520292,Jankovce,702,Humenné,7,Prešovský,Prešovský kraj,SK041,Humenné,SK0412,Jankovce,SK0412520292,-221226.744384207,-1203768.2395775,21.8032263241783,49.0582826883264
822094,Jánošíková,545333,Dunajská Lužná,108,Senec,1,Bratislavský,Bratislavský kraj,SK010,Senec,SK0108,Dunajská Lužná,SK0108545333,-562853.681307002,-1290401.15556848,17.2659308148473,48.0681382736949
822108,Janov,524581,Janov,707,Prešov,7,Prešovský,Prešovský kraj,SK041,Prešov,SK0417,Janov,SK0417524581,-268799.579996611,-1214918.54096166,21.1603348139049,48.939413277994
822124,Janova Lehota,516872,Janova Lehota,613,Žiar nad Hronom,6,Banskobystrický,Banskobystrický kraj,SK032,Žiar nad Hronom,SK032D,Janova Lehota,SK032D516872,-445922.331794584,-1233893.70039596,18.7701000929328,48.6679093338141
822132,Janova Ves,543047,Klátova Nová Ves,305,Partizánske,3,Trenčiansky,Trenčiansky kraj,SK022,Partizánske,SK0225,Klátova Nová Ves,SK0225543047,-479264.002836052,-1245922.42916021,18.3328835215955,48.5355047233485
822141,Jánovce,503827,Jánovce,202,Galanta,2,Trnavský,Trnavský kraj,SK021,Galanta,SK0212,Jánovce,SK0212503827,-542191.062981467,-1279651.84969117,17.5281570281776,48.1823930166602
822167,Janovce,519294,Janovce,701,Bardejov,7,Prešovský,Prešovský kraj,SK041,Bardejov,SK0411,Janovce,SK0411519294,-256899.984770122,-1188060.72245822,21.3057388460369,49.1856841950325
822183,Jánovce,523542,Jánovce,706,Poprad,7,Prešovský,Prešovský kraj,SK041,Poprad,SK0416,Jánovce,SK0416523542,-322370.322021358,-1202656.65396596,20.420613368794,49.0241281810199
822191,Machalovce,523542,Jánovce,706,Poprad,7,Prešovský,Prešovský kraj,SK041,Poprad,SK0416,Jánovce,SK0416523542,-321182.45480366,-1203401.71084584,20.4374137279866,49.0180527377514
822205,Janovík,524590,Janovík,707,Prešov,7,Prešovský,Prešovský kraj,SK041,Prešov,SK0417,Janovík,SK0417524590,-260459.941398999,-1226779.48469467,21.2815544161628,48.8364015632463
822213,Jarabá,508691,Jarabá,603,Brezno,6,Banskobystrický,Banskobystrický kraj,SK032,Brezno,SK0323,Jarabá,SK0323508691,-375368.175671779,-1213829.5623085,19.7077415164633,48.8941952656283
822221,Jarabina,526771,Jarabina,710,Stará Ľubovňa,7,Prešovský,Prešovský kraj,SK041,Stará Ľubovňa,SK041A,Jarabina,SK041A526771,-302786.324674526,-1166085.7560287,20.6607982172723,49.3623179175889
822230,Jarná,506877,Cífer,207,Trnava,2,Trnavský,Trnavský kraj,SK021,Trnava,SK0217,Cífer,SK0217506877,-545557.667823686,-1264114.82636366,17.4629872514533,48.3185806627153
822248,Jarok,500356,Jarok,403,Nitra,4,Nitriansky,Nitriansky kraj,SK023,Nitra,SK0233,Jarok,SK0233500356,-509272.913236629,-1272785.75282353,17.9607738808928,48.2712741771019
822256,Jarovce,529443,Bratislava-Jarovce,105,Bratislava V,1,Bratislavský,Bratislavský kraj,SK010,Bratislava V,SK0105,Bratislava-Jarovce,SK0105529443,-574721.060568962,-1289184.14858948,17.1058648905397,48.068372731384
822272,Jarovnice,524603,Jarovnice,708,Sabinov,7,Prešovský,Prešovský kraj,SK041,Sabinov,SK0418,Jarovnice,SK0418524603,-276182.141243164,-1201331.96904786,21.050530842344,49.0582196457888
822281,Jasenica,513172,Jasenica,306,Považská Bystrica,3,Trenčiansky,Trenčiansky kraj,SK022,Považská Bystrica,SK0226,Jasenica,SK0226513172,-464915.153777586,-1175364.79012571,18.4468667066129,49.1786447242333
822302,Jasenie,508705,Jasenie,603,Brezno,6,Banskobystrický,Banskobystrický kraj,SK032,Brezno,SK0323,Jasenie,SK0323508705,-395018.533796574,-1212887.40204783,19.439490034792,48.890521769338
822329,Jasenov,559547,Jasenov,702,Humenné,7,Prešovský,Prešovský kraj,SK041,Humenné,SK0412,Jasenov,SK0412559547,-214960.877073691,-1221555.0826924,21.8982127109346,48.9006476141235
822337,Jasenov,522538,Jasenov,809,Sobrance,8,Košický,Košický kraj,SK042,Sobrance,SK0429,Jasenov,SK0429522538,-195611.153788713,-1233796.27263848,22.167790104613,48.7969934209099
822345,Jasenová,509710,Jasenová,503,Dolný Kubín,5,Žilinský,Žilinský kraj,SK031,Dolný Kubín,SK0313,Jasenová,SK0313509710,-403176.542439065,-1181794.63522618,19.2978931975099,49.1641885471446
822353,Jasenovce,528749,Jasenovce,713,Vranov nad Topľou,7,Prešovský,Prešovský kraj,SK041,Vranov nad Topľou,SK041D,Jasenovce,SK041D528749,-224763.937423589,-1210395.40519217,21.7585018988239,48.9974703734044
822388,Jasenové,517640,Jasenové,511,Žilina,5,Žilinský,Žilinský kraj,SK031,Žilina,SK031B,Jasenové,SK031B517640,-452564.639978259,-1183808.39767155,18.6251040654296,49.1121003679072
822396,Jasenovo,512311,Jasenovo,509,Turčianske Teplice,5,Žilinský,Žilinský kraj,SK031,Turčianske Teplice,SK0319,Jasenovo,SK0319512311,-448225.392666655,-1210784.98498629,18.7138702438863,48.8734279498902
822400,Bohunice,507156,Jaslovské Bohunice,207,Trnava,2,Trnavský,Trnavský kraj,SK021,Trnava,SK0217,Jaslovské Bohunice,SK0217507156,-530479.450755645,-1247693.14352939,17.6446206984316,48.4784876164943
822418,Jaslovce,507156,Jaslovské Bohunice,207,Trnava,2,Trnavský,Trnavský kraj,SK021,Trnava,SK0217,Jaslovské Bohunice,SK0217507156,-529787.484778066,-1248964.83282896,17.655551721713,48.4676848688675
822434,Jasov,521493,Jasov,806,Košice - okolie,8,Košický,Košický kraj,SK042,Košice - okolie,SK0426,Jasov,SK0426521493,-285387.952290534,-1240757.52750291,20.9520346151336,48.6999762046581
822451,Jasová,503215,Jasová,404,Nové Zámky,4,Nitriansky,Nitriansky kraj,SK023,Nové Zámky,SK0234,Jasová,SK0234503215,-478990.113164527,-1307347.11649512,18.4063513249339,47.9852518586539
822485,Jastrabá,516881,Jastrabá,613,Žiar nad Hronom,6,Banskobystrický,Banskobystrický kraj,SK032,Žiar nad Hronom,SK032D,Jastrabá,SK032D516881,-433915.325948388,-1238363.63503077,18.9373163378005,48.6362589244661
822493,Jastrabie nad Topľou,528757,Jastrabie nad Topľou,713,Vranov nad Topľou,7,Prešovský,Prešovský kraj,SK041,Vranov nad Topľou,SK041D,Jastrabie nad Topľou,SK041D528757,-235892.473891729,-1215443.80087311,21.6094489269459,48.948001670545
822507,Jastrabie pri Michalovciach,522546,Jastrabie pri Michalovciach,807,Michalovce,8,Košický,Košický kraj,SK042,Michalovce,SK0427,Jastrabie pri Michalovciach,SK0427522546,-206034.36436707,-1242180.25304102,22.0301738637951,48.7183004138893
822515,Jatov,503223,Jatov,404,Nové Zámky,4,Nitriansky,Nitriansky kraj,SK023,Nové Zámky,SK0234,Jatov,SK0234503223,-507426.638144164,-1287876.35764827,18.003669818997,48.1375847366851
822566,Jazernica,512320,Jazernica,509,Turčianske Teplice,5,Žilinský,Žilinský kraj,SK031,Turčianske Teplice,SK0319,Jazernica,SK0319512320,-439624.502552724,-1205809.74890078,18.8254499236047,48.9241511558638
822574,Jedlinka,519308,Jedlinka,701,Bardejov,7,Prešovský,Prešovský kraj,SK041,Bardejov,SK0411,Jedlinka,SK0411519308,-251468.129665915,-1164182.80985423,21.3653672872628,49.402385390945
822621,Jedľové Kostoľany,500364,Jedľové Kostoľany,407,Zlaté Moravce,4,Nitriansky,Nitriansky kraj,SK023,Zlaté Moravce,SK0237,Jedľové Kostoľany,SK0237500364,-467140.9301077,-1253309.94241516,18.5047591541982,48.4784287787692
822655,Jelenec,500372,Jelenec,403,Nitra,4,Nitriansky,Nitriansky kraj,SK023,Nitra,SK0233,Jelenec,SK0233500372,-489112.643349094,-1261108.23350413,18.2177687550706,48.3918500862806
822663,Jelka,503835,Jelka,202,Galanta,2,Trnavský,Trnavský kraj,SK021,Galanta,SK0212,Jelka,SK0212503835,-542819.221786123,-1284237.3012096,17.5256310321445,48.1408035228879
822671,Nová Jelka,503835,Jelka,202,Galanta,2,Trnavský,Trnavský kraj,SK021,Galanta,SK0212,Jelka,SK0212503835,-545771.02568386,-1283404.00126889,17.4850769704932,48.1457237769515
